sentence_number,sentence_text
9732,CPC said it had not received a reply from INOC since December .
9733,Sri Lanka imports all its annual needs of 1 . 7 mln tonnes .
9734,"This year it plans to buy 400 , 000 tonnes on the spot market compared with about 1 . 3 mln tonnes last year ."
9735,"TAIWAN ' S EVERGREEN LINE TO GO PUBLIC Liner shipping specialist & lt ; Evergreen Marine Corp >, Taiwan ' s largest private company , has applied to the Security and Exchange Commission to go public next month , a company spokeswoman told Reuters ."
9736,She said Evergreen had doubled its capital to eight billion Taiwan dlrs since last August .
9737,""" The capital increase will boost our operations ,"" she said ."
9738,She said Evergreen will use the funds raised from the stock market to buy new ships and step up its global services .
9739,"The spokeswoman said the company posted an after - tax profit of more than one billion dlrs last year on total revenues of 20 . 46 billion , compared to an after - tax profit of 1 . 18 billion on revenues of 17 . 99 billion in 1985 ."
9740,"Evergreen has placed newbuilding orders for three 3 , 428 - teu ( twenty - foot equivalent unit ) fully cellular container ships with the state - owned & lt ; China Shipbuilding Corp > for delivery in late 1988 ."
9741,"Evergreen has a fleet of 66 container vessels , totalling more than two mln dwt , the spokeswoman said ."
9742,"S . AFRICAN RESERVE BANK SAYS GROWTH RATE ON TARGET South Africa recorded annualised real growth in GDP of 3 . 25 pct in the first quarter of this year and the economy should achieve the government ' s target of three pct growth for 1987 , the Reserve Bank said ."
9743,"The South African central bank said in its quarterly bulletin that confidence in the economy improved from January to May 31 because of the higher gold price , a rise in the nation ' s gold and foreign currency reserves and an improvement in the rand ' s exchange rate to just under 50 U . S ."
9744,Cents .
9745,It noted the growth rate had slowed from 4 . 5 pct in the third and fourth quarters of last year .
9746,It also cited a three year debt recheduling agreement reached with international creditors in March as evidence of improved foreign perceptions of the South African economy .
9747,The accord effectively extends a moratorium on most repayments of 13 billion dlrs of South Africa ' s short term foreign debt .
9748,Total foreign debt is 23 billion dlrs .
9749,"South Africa recorded a seasonally adjusted annualised surplus on the current account of the balance of payments of 7 . 43 billion rand in the first quarter , compared with a surplus of 7 . 24 billion rand in 1986 ."
9750,The bank said it was the ninth consecutive current account surplus since the start of 1985 .
9751,"DUTCH INDUSTRIAL PRODUCTION FALLS 6 . 4 PCT IN APRIL Dutch seasonally adjusted industrial production fell by 6 . 4 pct in April compared with the previous month , and was 5 . 5 pct down on the same period last year , figures from the official Statistics Bureau CBS show ."
9752,"The April index , base 1980 , stood at 103 ."
9753,"In March , industrial production rose by 2 . 8 pct from February ."
9754,"The unadjusted April index figure fell 14 pct from March to 104 , compared with a 10 pct rise in March over February ."
9755,"CANADA MAY CONSUMER PRICE INDEX RISES 0 . 6 PCT , STATISTICS CANADA SAID"
9756,"CANADA MAY CONSUMER PRICE INDEX RISES 0 . 6 PCT , STATISTICS CANADA SAID"
9757,"CANADA CONSUMER PRICE INDEX UP 0 . 6 PCT IN MAY Canada ' s consumer price index rose 0 . 6 pct in May to 137 . 8 , base 1981 , following a 0 . 4 pct rise in April and a 0 . 5 pct rise in May 1986 , Statistics Canada said ."
9758,"The May year - on - year rise was 4 . 6 pct , compared with a 4 . 5 pct rise in April ."
9759,"GERMAN PRODUCER PRICES RISE 0 . 1 PCT IN MAY West German producer prices rose 0 . 1 pct in May compared with April to stand 2 . 9 pct lower than in May last year , the Federal Statistics Office said ."
9760,"In April , producer prices fell 0 . 3 pct from March and dropped 3 . 6 pct from their levels a year earlier ."
9761,"The Statistics Office said producer prices for liquefied gas fell 10 pct in May from April and heavy heating oil prices declined 5 . 3 pct , while lead prices rose 23 pct and silver prices increased 13 pct ."
9762,"JAPAN FIRMS TO LAUNCH SALES OF 100 OCTANE GASOLINE Japanese oil companies are starting campaigns to market 100 octane gasoline to meet growing domestic demand for higher quality motor fuel , oil sources said ."
9763,"Ten companies plan to offer the unleaded gasoline this summer , starting with & lt ; Idemitsu Kosan Co Ltd > on June 20 ."
9764,Showa Shell Sekiyu KK & lt ; SHOL . T > introduced its Formula Shell 98 octane gasoline to the Japanese market in January this year .
9765,"Formula Shell has achieved strong sales in Japan despite a higher price than regular octane gasoline , which has prompted other oil firms to offer a rival product , the sources said ."
9766,""" We have received a good response from consumers of Formula Shell in terms of a smoother ride and effective fuel consumption ,"" Showa Shell said ."
9767,"Shell ' s product sells for 145 yen per litre , 15 yen higher than regular gasoline , and has already achieved a 38 pct share of Japan ' s high octane gasoline market , it said ."
9768,"High octane gasoline accounts for 25 pct of Shell ' s total gasoline sales in Japan , it added ."
9769,"Idemitsu said it hopes to raise high octane sales to 20 pct of its total gasoline sales from about seven pct , immediately after the launch of its Idemitsu 100 ."
9770,"Nippon Oil Co Ltd & lt ; NPOL . T > said it will launch its 100 octane gasoline on July 1 , aiming for an increase in high octane sales to 20 pct from six pct of its total gasoline sales ."
9771,The rush to compete for high octane gasoline market share has been spurred by expectations that the government will lift gasoline production quotas and restrictions on gasoline station construction in the next two to three years .
9772,""" Major oil companies are trying to boost their gasoline sales network ahead of the proposed lifting of gasoline production quotas ,"" an official at a major oil company said ."
9773,"An advisory panel to the Ministry of International Trade and Industry ( MITI ) recommended this week that the government press ahead with deregulation of the oil industry , including the lifting of gasoline production quotas , to help oil companies increase their international competitiveness ."
9774,"Japan ' s three biggest gasoline marketers , Nippon Oil , Idemitsu and Showa Shell , suffered supply shortages under the production quota guideline in fiscal 1986 , ended last March ."
9775,"Domestic gasoline demand during the year was up 2 . 5 pct from the previous year , according to a MITI report ."
9776,"BPCC PLANNING SALE OF PACKAGING OPERATIONS The British Printing and Communication Corp Plc & lt ; BPL . L > is considering selling its specialist packaging and labelling operations , a spokeswoman said ."
9777,She gave no dates or prices for the transaction but said the units would be sold by negotiation .
9778,"She declined to give any turnover or profit figures for the packaging and labelling operations , beyond saying that they were very profitable ."
9779,"They formed a self - contained part of the overall group , she said ."
9780,Analysts said the packaging and labelling division could be sold for up to 150 mln stg .
9781,"Earlier this week group chairman Robert Maxwell also said it expected to float its Mirror group newspaper subsidiary , bought from Reed International Plc & lt ; REED . L > for 100 mln stg in 1984 ."
9782,The spokeswoman said that BPCC intended to keep a majority share in the newspaper group if it was floated .
9783,BPCC is currently locked in legal battles resulting from its attempt to take over U . S .
9784,Publisher Harcourt Brace Jovanovich Inc & lt ; HBJ >.
9785,"Earlier this week , BPCC launched a two - for - three rights issue to raise 640 mln stg and said the money raised would enable it to renew its assault on Harcourt ."
9786,It has also expressed interest in Dutch publisher Kluwer NV & lt ; KLUW . AS >.
9787,"INDIA BUYS PALM OLEIN AT TENDER - TRADERS The Indian State Trading Corp ( STC ) are reported to have taken three parcels , around 5 , 000 tonnes each , of palm olein at yesterday ' s weekly vegetable oil tender , traders said ."
9788,All are for August shipment at 364 dlrs a tonne cif .
9789,"India passed on all other materials , they added ."
9790,"BELGIAN ONE - DAY STRIKE HITS TRANSPORT , SHIPPING A 24 - hour strike by Belgian public employees protesting against a government pay offer disrupted transport and hit ferry services and shipping , port and union officials said ."
9791,"Some cross - Channel ferry services from Ostend were cancelled , the local news agency Belga said ."
9792,"An Antwerp port authority spokesman said electricians came out in support , reducing ship movements to a trickle ."
